1037409.BJ6T_40230	270.2	COG0522	1037409.67463
1089456.NCGM2_5484	296.6	COG0522	1089456.73453
1148.SYNGTS_2341	259.9	COG0522	1148.67081
944546.ABED_0965	285.1	COG0522	944546.61719
944547.ABLL_1772	286.2	COG0522	944547.61721
1037409.BJ6T_52700	1409.4	COG0525	1037409.67463
1089456.NCGM2_5023	1434.7	COG0525	1089456.73453
1148.SYNGTS_2918	1455.6	COG0525	1148.67081
944546.ABED_0537	1272.1	COG0525	944546.61719
944547.ABLL_0703	1270.7	COG0525	944547.61721
1037409.BJ6T_05380	550.6	COG0533	1037409.67463
1089456.NCGM2_5607	610.8	COG0533	1089456.73453
1148.SYNGTS_1534	574.0	COG0533	1148.67081
944546.ABED_0155	493.3	COG0533	944546.61719
944547.ABLL_0279	496.9	COG0533	944547.61721
1037409.BJ6T_04500	728.8	COG0541	1037409.67463
1089456.NCGM2_4879	770.6	COG0541	1089456.73453
1148.SYNGTS_1731	716.6	COG0541	1148.67081
944546.ABED_1783	573.1	COG0541	944546.61719
944547.ABLL_2406	581.5	COG0541	944547.61721
1037409.BJ6T_04420	397.1	COG0552	1037409.67463
1037409.BJ6T_04500	247.2	COG0552	1037409.67463
1089456.NCGM2_4879	287.9	COG0552	1089456.73453
1089456.NCGM2_5826	454.6	COG0552	1089456.73453
1148.SYNGTS_1420	394.6	COG0552	1148.67081
1148.SYNGTS_1731	279.7	COG0552	1148.67081
944546.ABED_0841	352.4	COG0552	944546.61719
944546.ABED_1783	262.1	COG0552	944546.61719
944547.ABLL_1126	352.7	COG0552	944547.61721
944547.ABLL_2406	269.8	COG0552	944547.61721
